Year,Player,Age,School,Height,Weight,Sprint_40yd,Vertical_Jump,Bench_Press_Reps,Broad_Jump,Agility_3cone,Shuttle,BMI,Player_Type,Position_Type,Position,Drafted,Team ,Round,Pick,Year,Skilled,Speed,First_Round_Pick
2009,Jarius Wynn\WynnJa99,22,Georgia,1.905,124.7379018,4.94,80.01,19,271.78,7.4,4.58,34.37229056,defense,defensive_lineman,DE,1,Green Bay Packers , 6th ,182,2009,0,Slow,0
2009,B.J. Raji\RajiBJ99,22,Boston Col.,1.8542,152.8606287,5.12,81.28,33,261.62,7.9,4.69,44.4613339,defense,defensive_lineman,DT,1,Green Bay Packers , 1st ,9,2009,0,Slow,1
2009,Alex Magee\MageAl99,21,Purdue,1.905,135.1705263,4.82,74.93,30,261.62,7.52,4.55,37.24706395,defense,defensive_lineman,DT,1,Kansas City Chiefs , 3rd ,67,2009,0,Slow,0
2009,Darell Scott\ScotDo99,22,Clemson,1.905,141.5208194,4.92,77.47,29,271.78,8.28,4.84,38.99692602,defense,defensive_lineman,DT,1,St. Louis Rams , 4th ,103,2009,0,Slow,0
2009,Ron Brace\BracRo99,22,Boston Col.,1.905,149.6854821,5.48,71.12,32,251.46,8.15,4.73,41.24674867,defense,defensive_lineman,DT,1,New England Patriots , 2nd ,40,2009,0,Slow,0
2009,Matt Shaughnessy\ShauMa99,22,Wisconsin,1.9558,120.6555704,4.86,77.47,24,284.48,7.68,4.88,31.542673,defense,defensive_lineman,DE,1,Oakland Raiders , 3rd ,71,2009,0,Slow,0
2009,Ziggy Hood\HoodEv99,22,Missouri,1.905,136.077711,4.83,83.82,34,274.32,7.5,4.55,37.49704425,defense,defensive_lineman,DT,1,Pittsburgh Steelers , 1st ,32,2009,0,Slow,1
2009,Kyle Moore\MoorKy99,22,USC,1.9558,123.3771246,4.76,77.47,22,266.7,7.4,4.47,32.25416186,defense,defensive_lineman,DE,1,Tampa Bay Buccaneers , 4th ,117,2009,0,Slow,0
2009,Roy Miller\MillRo99,21,Texas,1.8542,140.6136347,4.93,81.28,36,261.62,8.01,4.74,40.89914988,defense,defensive_lineman,DT,1,Tampa Bay Buccaneers , 3rd ,81,2009,0,Slow,0
2010,Dan Williams\WillDa99,22,Tennessee,1.8796,148.324705,5.19,81.28,27,243.84,7.88,4.87,41.98388469,defense,defensive_lineman,DT,1,Arizo Cardils , 1st ,26,2010,0,Slow,1
2010,Torell Troup\TrouTo00,21,Central Florida,1.905,142.4280042,5.12,73.66,34,248.92,7.61,4.73,39.24690631,defense,defensive_lineman,DT,1,Buffalo Bills , 2nd ,41,2010,0,Slow,0
2010,Greg Hardy\HardGr99,21,Mississippi,1.9304,127.459456,4.82,88.9,21,297.18,7.25,4.65,34.20404292,defense,defensive_lineman,DE,1,Caroli Panthers , 6th ,175,2010,0,Slow,0
2010,Geno Atkins\AtkiGe99,21,Georgia,1.8542,132.9025644,4.75,83.82,34,297.18,7.33,4.43,38.65629327,defense,defensive_lineman,DT,1,Cincinti Bengals , 4th ,120,2010,0,Slow,0
2010,Carlos Dunlap\DunlCa99,21,Florida,1.9812,125.6450865,4.68,80.01,21,281.94,7.21,4.61,32.01023563,defense,defensive_lineman,DE,1,Cincinti Bengals , 2nd ,54,2010,0,Slow,0
2010,Jammie Kirlew\KirlJa99,22,India,1.8542,117.9340162,5.05,83.82,26,281.94,7.5,4.74,34.3025128,defense,defensive_lineman,DE,1,Denver Broncos , 7th ,232,2010,0,Slow,0
2010,Ndamukong Suh\SuhxNd99,23,Nebraska,1.9304,139.2528576,5.03,90.17,32,266.7,7.21,4.44,37.36882981,defense,defensive_lineman,DT,1,Detroit Lions , 1st ,2,2010,0,Slow,1
2010,Willie Young\YounWi99,24,North Caroli St.,1.9558,113.8516849,4.88,96.52,25,299.72,7.24,4.56,29.76395083,defense,defensive_lineman,DE,1,Detroit Lions , 7th ,213,2010,0,Slow,0
2010,Mike Neal\NealMi99,22,Purdue,1.905,133.3561568,4.87,83.82,31,287.02,7.53,4.53,36.74710336,defense,defensive_lineman,DT,1,Green Bay Packers , 2nd ,56,2010,0,Slow,0
2010,Earl Mitchell\MitcEa99,22,Arizo,1.8796,134.2633415,4.75,72.39,25,271.78,7.68,4.55,38.00376106,defense,defensive_lineman,DT,1,Houston Texans , 3rd ,81,2010,0,Slow,0
2010,Tyson Alualu\AluaTy99,22,California,1.8796,133.8097492,4.87,90.17,21,294.64,7.15,4.43,37.87536998,defense,defensive_lineman,DE,1,Jacksonville Jaguars , 1st ,10,2010,0,Slow,1
2010,Cam Thomas\ThomCa99,23,North Caroli,1.9304,149.6854821,5.16,73.66,31,259.08,7.68,4.78,40.16844898,defense,defensive_lineman,DT,1,San Diego Chargers , 5th ,146,2010,0,Slow,0
2010,George Selvie\SelvGe99,23,South Florida,1.9304,114.3052772,4.93,77.47,24,276.86,7.48,4.63,30.67408831,defense,defensive_lineman,DE,1,St. Louis Rams , 7th ,226,2010,0,Slow,0
2010,Jared Odrick\OdriJa99,22,Penn St.,1.9558,137.8920805,5.03,73.66,26,269.24,7.22,4.59,36.04876914,defense,defensive_lineman,DT,1,Miami Dolphins , 1st ,28,2010,0,Slow,1
2010,Jason Pierre-Paul\PierJa99,21,South Florida,1.9558,122.4699399,4.71,77.47,19,292.1,7.18,4.67,32.0169989,defense,defensive_lineman,DE,1,New York Giants , 1st ,15,2010,0,Slow,1
2010,Linval Joseph\JoseLi99,21,East Caroli,1.9304,148.7782974,5.09,76.2,39,254,8.12,4.71,39.92500383,defense,defensive_lineman,DT,1,New York Giants , 2nd ,46,2010,0,Slow,0
2010,Lamarr Houston\HousLa99,22,Texas,1.905,138.3456729,4.84,85.09,30,289.56,7.61,4.71,38.12199499,defense,defensive_lineman,DT,1,Oakland Raiders , 2nd ,44,2010,0,Slow,0
2010,Daniel Te'o-Nesheim\Teo-Da99,23,Washington,1.905,119.2947933,4.73,93.98,29,307.34,6.91,4.18,32.87240879,defense,defensive_lineman,DE,1,Philadelphia Eagles , 3rd ,86,2010,0,Slow,0
2010,Gerald McCoy\McCoGe99,22,Oklahoma,1.9304,133.8097492,5.04,77.47,23,289.56,7.32,4.48,35.90815893,defense,defensive_lineman,DT,1,Tampa Bay Buccaneers , 1st ,3,2010,0,Slow,1
2011,Cliff Matthews\MattCl01,21,South Caroli,1.905,116.5732391,4.81,81.28,17,284.48,7.21,4.37,32.12246791,defense,defensive_lineman,DE,1,Atlanta Falcons , 7th ,230,2011,0,Slow,0
2011,Pernell McPhee\McPhPe00,22,Mississippi St.,1.905,126.0986789,4.91,72.39,20,271.78,7.13,4.59,34.747261,defense,defensive_lineman,DE,1,Baltimore Ravens , 5th ,165,2011,0,Slow,0
2011,Sione Fua\FuaxSi00,22,Stanford,1.8542,139.70645,5.28,60.96,30,256.54,7.54,4.54,40.63528439,defense,defensive_lineman,DT,1,Caroli Panthers , 3rd ,97,2011,0,Slow,0
2011,Terrell McClain\McClTe00,22,South Florida,1.8796,134.7169339,4.98,71.12,29,264.16,7.48,4.56,38.13215215,defense,defensive_lineman,DT,1,Caroli Panthers , 3rd ,65,2011,0,Slow,0
2011,Phil Taylor\TaylPh00,22,Baylor,1.905,151.4998516,5.09,74.93,31,254,7.75,4.77,41.74670926,defense,defensive_lineman,DT,1,Cleveland Browns , 1st ,21,2011,0,Slow,1
2011,Jeremy Beal\BealJe00,23,Oklahoma,1.8796,118.8412009,5.14,72.39,22,269.24,7.19,4.46,33.63846418,defense,defensive_lineman,DE,1,Denver Broncos , 7th ,247,2011,0,Slow,0
2011,Ricky Elmore\ElmoRi00,23,Arizo,1.9304,115.6660544,4.88,80.01,26,269.24,7.25,4.32,31.03925603,defense,defensive_lineman,DE,1,Green Bay Packers , 6th ,197,2011,0,Slow,0
2011,J.J. Watt\WattJ.00,21,Wisconsin,1.9558,131.5417873,4.81,93.98,34,304.8,6.88,4.21,34.38862845,defense,defensive_lineman,DE,1,Houston Texans , 1st ,11,2011,0,Slow,1
2011,Cheta Ozougwu\OzouCh00,22,Rice,1.8796,112.0373154,4.84,87.63,26,302.26,7.06,4.31,31.71259791,defense,defensive_lineman,DE,1,Houston Texans , 7th ,254,2011,0,Slow,0
2011,Drake Nevis\NeviDr00,21,LSU,1.8542,133.3561568,5.06,77.47,31,284.48,7.71,4.65,38.78822601,defense,defensive_lineman,DT,1,Indiapolis Colts , 3rd ,87,2011,0,Slow,0
2011,Allen Bailey\BailAl00,21,Miami (FL),1.905,129.2738255,4.71,92.71,27,297.18,7.43,4.56,35.62219204,defense,defensive_lineman,DE,1,Kansas City Chiefs , 3rd ,86,2011,0,Slow,0
2011,Jerrell Powe\PoweJe00,23,Mississippi,1.8796,151.953444,5.25,63.5,27,236.22,8.17,5.06,43.01101336,defense,defensive_lineman,DT,1,Kansas City Chiefs , 6th ,199,2011,0,Slow,0
2011,Corey Liuget\LiugCo00,20,Illinois,1.8796,135.1705263,4.97,69.85,27,259.08,7.48,4.68,38.26054323,defense,defensive_lineman,DT,1,San Diego Chargers , 1st ,18,2011,0,Slow,1
2011,Robert Quinn\QuinRo00,20,North Caroli,1.9304,120.2019781,4.62,86.36,22,294.64,7.13,4.4,32.25648175,defense,defensive_lineman,DE,1,St. Louis Rams , 1st ,14,2011,0,Slow,1
2011,D'Aundre Reed\ReedD'00,23,Arizo,1.9304,118.3876086,4.84,90.17,30,302.26,7.24,4.32,31.76959146,defense,defensive_lineman,DE,1,Minnesota Vikings , 7th ,215,2011,0,Slow,0
2011,Cameron Jordan\JordCa00,21,California,1.9304,130.1810102,4.74,78.74,25,297.18,7.07,4.37,34.93437835,defense,defensive_lineman,DE,1,New Orleans Saints , 1st ,24,2011,0,Slow,1
2011,Marvin Austin\AustMa00,22,North Caroli,1.8796,140.1600423,4.84,77.47,38,284.48,7.33,4.4,39.67284516,defense,defensive_lineman,DT,1,New York Giants , 2nd ,52,2011,0,Slow,0
2011,Muhammad Wilkerson\WilkMu00,21,Temple,1.9304,142.8815966,4.96,66.04,27,269.24,7.31,4.59,38.34261039,defense,defensive_lineman,DT,1,New York Jets , 1st ,30,2011,0,Slow,1
2011,Aldon Smith\SmitAl04,21,Missouri,1.9304,119.2947933,4.74,86.36,20,299.72,7.19,4.5,32.01303661,defense,defensive_lineman,DE,1,San Francisco 49ers , 1st ,7,2011,0,Slow,1
2011,Jurrell Casey\CaseJu00,21,USC,1.8542,136.077711,5.04,69.85,26,256.54,7.51,4.78,39.57982246,defense,defensive_lineman,DT,1,Tennessee Titans , 3rd ,77,2011,0,Slow,0
2011,Chris Neild\NeilCh00,23,West Virginia,1.8796,144.695966,5.06,73.66,30,269.24,7.56,4.46,40.95675601,defense,defensive_lineman,DT,1,Washington Redskins , 7th ,253,2011,0,Slow,0
2011,Markus White\WhitMa01,23,Florida St.,1.905,120.6555704,4.86,82.55,14,297.18,7.25,4.51,33.24737923,defense,defensive_lineman,DE,1,Washington Redskins , 7th ,224,2011,0,Slow,0
2011,Jarvis Jenkins\JenkJa01,22,Clemson,1.9304,140.6136347,5.03,67.31,17,248.92,7.42,4.83,37.73399752,defense,defensive_lineman,DT,1,Washington Redskins , 2nd ,41,2011,0,Slow,0
2011,Ryan Kerrigan\KerrRy00,22,Purdue,1.9304,121.1091628,4.67,85.09,31,309.88,7.18,4.39,32.4999269,defense,defensive_lineman,DE,1,Washington Redskins , 1st ,16,2011,0,Slow,1
2012,Brandon Thompson\ThomBr01,22,Clemson,1.8796,142.4280042,5.2,78.74,35,254,7.97,4.71,40.31480059,defense,defensive_lineman,DT,1,Cincinti Bengals , 3rd ,93,2012,0,Slow,0
2012,Billy Winn\WinnBi00,22,Boise St.,1.9304,133.3561568,4.86,68.58,24,271.78,7.37,4.44,35.78643636,defense,defensive_lineman,DE,1,Cleveland Browns , 6th ,205,2012,0,Slow,0
2012,Tyrone Crawford\CrawTy00,22,Boise St.,1.9304,124.7379018,4.82,83.82,28,287.02,7.09,4.44,33.47370748,defense,defensive_lineman,DE,1,Dallas Cowboys , 3rd ,81,2012,0,Slow,0
2012,Malik Jackson\JackMa02,22,Tennessee,1.9558,128.8202331,4.85,71.12,25,266.7,7.38,4.41,33.67713959,defense,defensive_lineman,DE,1,Denver Broncos , 5th ,137,2012,0,Slow,0
2012,Derek Wolfe\WolfDe00,22,Cincinti,1.9558,133.8097492,4.93,85.09,33,274.32,7.26,4.44,34.98153584,defense,defensive_lineman,DT,1,Denver Broncos , 2nd ,36,2012,0,Slow,0
2012,Nick Perry\PerrNi00,21,USC,1.905,122.9235323,4.55,97.79,35,314.96,7.25,4.66,33.87232997,defense,defensive_lineman,DE,1,Green Bay Packers , 1st ,28,2012,0,Slow,1
2012,Whitney Mercilus\MercWh00,21,Illinois,1.9304,118.3876086,4.68,81.28,27,299.72,7.17,4.53,31.76959146,defense,defensive_lineman,DE,1,Houston Texans , 1st ,26,2012,0,Slow,1
2012,Andre Branch\Bran00,22,Clemson,1.9304,117.4804238,4.67,82.55,19,304.8,7.19,4.25,31.52614632,defense,defensive_lineman,DE,1,Jacksonville Jaguars , 2nd ,38,2012,0,Slow,0
2012,Dontari Poe\PoexDo00,21,Memphis,1.905,156.94296,4.89,74.93,44,266.7,7.9,4.56,43.24659103,defense,defensive_lineman,DT,1,Kansas City Chiefs , 1st ,11,2012,0,Slow,1
2012,Kendall Reyes\ReyeKe00,22,Connecticut,1.9304,135.6241186,4.82,87.63,36,287.02,7.43,4.53,36.39504922,defense,defensive_lineman,DT,1,San Diego Chargers , 2nd ,49,2012,0,Slow,0
2012,Kheeston Randall\RandKh00,22,Texas,1.9558,132.9025644,5,86.36,28,281.94,7.49,4.84,34.74437289,defense,defensive_lineman,DT,1,Miami Dolphins , 7th ,215,2012,0,Slow,0
2012,Olivier Vernon\VernOl00,21,Miami (FL),1.8796,118.3876086,4.73,87.63,31,309.88,7.39,4.5,33.5100731,defense,defensive_lineman,DE,1,Miami Dolphins , 3rd ,72,2012,0,Slow,0
2012,Chandler Jones\JoneCh03,22,Syracuse,1.9558,120.6555704,4.77,88.9,22,304.8,7.07,4.38,31.542673,defense,defensive_lineman,DE,1,New England Patriots , 1st ,21,2012,0,Slow,1
2012,Markus Kuhn\KuhnMa00,25,North Caroli St.,1.9558,135.6241186,4.87,87.63,28,284.48,7.43,4.41,35.45586175,defense,defensive_lineman,DT,1,New York Giants , 7th ,239,2012,0,Slow,0
2012,Quinton Coples\CoplQu00,21,North Caroli,1.9812,128.8202331,4.69,80.01,25,276.86,7.57,4.78,32.81915855,defense,defensive_lineman,DE,1,New York Jets , 1st ,16,2012,0,Slow,1
2012,Fletcher Cox\CoxxFl00,21,Mississippi St.,1.9304,135.1705263,4.77,66.04,30,261.62,7.07,4.53,36.27332665,defense,defensive_lineman,DT,1,Philadelphia Eagles , 1st ,12,2012,0,Slow,1
2012,J.R. Sweezy\SweeJ.00,22,North Caroli St.,1.9558,135.1705263,4.97,91.44,21,287.02,7.4,4.41,35.33728027,defense,defensive_lineman,DT,1,Seattle Seahawks , 7th ,225,2012,0,Slow,0
2012,Jaye Howard\HowaJa00,23,Florida,1.905,136.5313034,4.78,69.85,24,269.24,7.32,4.47,37.6220344,defense,defensive_lineman,DT,1,Seattle Seahawks , 4th ,114,2012,0,Slow,0
2012,Scott Solomon\SoloSc00,23,Rice,1.905,118.8412009,4.88,88.9,34,314.96,7.17,4.25,32.74741864,defense,defensive_lineman,DE,1,Tennessee Titans , 7th ,211,2012,0,Slow,0
2012,Mike Martin\MartMi01,21,Michigan,1.8542,138.7992652,4.8,85.09,36,287.02,7.19,4.25,40.37141891,defense,defensive_lineman,DT,1,Tennessee Titans , 3rd ,82,2012,0,Slow,0
2013,Brandon Williams\WillBr02,24,Missouri Southern,1.8542,151.953444,5.37,74.93,38,259.08,8.09,4.91,44.19746842,defense,defensive_lineman,DT,1,Baltimore Ravens , 3rd ,94,2013,0,Slow,0
2013,Margus Hunt\HuntMa00,25,SMU,2.032,125.6450865,4.62,87.63,38,307.34,7.07,4.51,30.42973024,defense,defensive_lineman,DE,1,Cincinti Bengals , 2nd ,53,2013,0,Slow,0
2013,Sylvester Williams\WillSy00,24,North Caroli,1.905,141.9744118,5.03,67.31,27,259.08,7.93,4.8,39.12191617,defense,defensive_lineman,DT,1,Denver Broncos , 1st ,28,2013,0,Slow,1
2013,Ziggy Ansah\AnsaEz00,23,BYU,1.9558,122.9235323,4.56,87.63,21,299.72,7.11,4.26,32.13558038,defense,defensive_lineman,DE,1,Detroit Lions , 1st ,5,2013,0,Slow,1
2013,Devin Taylor\TaylDe00,23,South Caroli,2.0066,120.6555704,4.72,88.9,14,325.12,6.89,4.3,29.96579205,defense,defensive_lineman,DE,1,Detroit Lions , 4th ,132,2013,0,Slow,0
2013,Datone Jones\JoneDa03,22,UCLA,1.9304,128.3666407,4.8,80.01,29,284.48,7.32,4.32,34.44748806,defense,defensive_lineman,DE,1,Green Bay Packers , 1st ,26,2013,0,Slow,1
2013,Josh Boyd\BoydJo00,23,Mississippi St.,1.905,140.6136347,5.14,67.31,32,264.16,7.16,4.64,38.74694572,defense,defensive_lineman,DT,1,Green Bay Packers , 5th ,167,2013,0,Slow,0
2013,Bjoern Werner\WernBj00,22,Florida St.,1.905,120.6555704,4.83,78.74,25,281.94,7.3,4.4,33.24737923,defense,defensive_lineman,DE,1,Indiapolis Colts , 1st ,24,2013,0,Slow,1
2013,Montori Hughes\HughMo00,22,Tennessee-Martin,1.9304,149.2318897,5.23,67.31,22,264.16,7.85,4.7,40.0467264,defense,defensive_lineman,DT,1,Indiapolis Colts , 5th ,139,2013,0,Slow,0
2013,Everett Dawkins\DawkEv00,22,Florida St.,1.8796,132.448972,5.06,76.2,23,261.62,7.61,4.88,37.49019672,defense,defensive_lineman,DT,1,Minnesota Vikings , 7th ,229,2013,0,Slow,0
2013,Michael Buchan\BuchMi00,22,Illinois,1.9558,115.6660544,4.78,83.82,22,287.02,6.91,4.44,30.23827674,defense,defensive_lineman,DE,1,New England Patriots , 7th ,226,2013,0,Slow,0
2013,David Bass\BassDa00,22,Missouri Western St.,1.9304,118.8412009,4.84,77.47,20,281.94,7.07,4.33,31.89131404,defense,defensive_lineman,DE,1,Oakland Raiders , 7th ,233,2013,0,Slow,0
2013,Joe Kruger\KrugJo00,20,Utah,1.9812,122.0163475,4.83,86.36,24,297.18,7.17,4.46,31.08575229,defense,defensive_lineman,DE,1,Philadelphia Eagles , 7th ,212,2013,0,Slow,0
2013,Bennie Logan\LogaBe00,23,LSU,1.8796,140.1600423,5.08,63.5,30,264.16,7.53,4.67,39.67284516,defense,defensive_lineman,DT,1,Philadelphia Eagles , 3rd ,67,2013,0,Slow,0
2013,Nicholas Williams\WillNi01,23,Samford,1.9304,140.1600423,4.94,83.82,28,281.94,7.55,4.65,37.61227495,defense,defensive_lineman,DT,1,Pittsburgh Steelers , 7th ,223,2013,0,Slow,0
2013,Corey Lemonier\LemoCo00,21,Auburn,1.905,115.6660544,4.6,83.82,27,302.26,7.14,4.4,31.87248761,defense,defensive_lineman,DE,1,San Francisco 49ers , 3rd ,88,2013,0,Slow,0
2013,Jared Smith\SmitJa02,22,New Hampshire,1.905,136.9848957,5.08,82.55,28,292.1,7.2,4.39,37.74702454,defense,defensive_lineman,DT,1,Seattle Seahawks , 7th ,241,2013,0,Slow,0
2013,Jordan Hill\HillJo01,22,Penn St.,1.8542,137.4384881,5.23,57.15,28,261.62,7.49,4.51,39.97562069,defense,defensive_lineman,DT,1,Seattle Seahawks , 3rd ,87,2013,0,Slow,0
2013,Akeem Spence\Spek00,21,Illinois,1.8542,139.2528576,5.15,76.2,37,271.78,7.82,4.72,40.50335165,defense,defensive_lineman,DT,1,Tampa Bay Buccaneers , 4th ,100,2013,0,Slow,0
2013,William Gholston\GholWi00,21,Michigan St.,1.9812,127.459456,4.96,72.39,23,279.4,7.2,4.59,32.4724773,defense,defensive_lineman,DE,1,Tampa Bay Buccaneers , 4th ,126,2013,0,Slow,0
2014,Kareem Martin\MartKa00,22,North Caroli,1.9812,123.3771246,4.72,90.17,22,327.66,7.2,4.33,31.43243354,defense,defensive_lineman,DE,1,Arizo Cardils , 3rd ,84,2014,0,Slow,0
2014,Ra'Shede Hageman\HageRa00,23,Minnesota,1.9812,140.6136347,4.92,90.17,32,289.56,7.87,4.5,35.8237294,defense,defensive_lineman,DT,1,Atlanta Falcons , 2nd ,37,2014,0,Slow,0
2014,Kony Ealy\EalyKo00,22,Missouri,1.9304,123.830717,4.92,78.74,22,289.56,6.83,4.45,33.23026233,defense,defensive_lineman,DE,1,Caroli Panthers , 2nd ,60,2014,0,Slow,0
2014,Will Sutton\SuttWi00,22,Arizo St.,1.8288,137.4384881,5.36,72.39,24,251.46,7.93,4.82,41.09376594,defense,defensive_lineman,DT,1,Chicago Bears , 3rd ,82,2014,0,Slow,0
2014,Will Clarke\ClarWi00,22,West Virginia,1.9812,122.9235323,4.77,81.28,22,284.48,7.26,4.57,31.31687312,defense,defensive_lineman,DE,1,Cincinti Bengals , 3rd ,88,2014,0,Slow,0
2014,Demarcus Lawrence\LawrDe00,21,Boise St.,1.905,113.8516849,4.8,87.63,20,287.02,7.46,4.31,31.37252702,defense,defensive_lineman,DE,1,Dallas Cowboys , 2nd ,34,2014,0,Slow,0
2014,Caraun Reid\ReidCa00,22,Princeton,1.8796,136.9848957,4.91,67.31,20,269.24,7.59,4.58,38.77410757,defense,defensive_lineman,DT,1,Detroit Lions , 5th ,158,2014,0,Slow,0
2014,Khyri Thornton\ThorKh00,24,Southern Miss,1.905,137.8920805,5.03,73.66,28,284.48,7.83,4.76,37.99700484,defense,defensive_lineman,DT,1,Green Bay Packers , 3rd ,85,2014,0,Slow,0
2014,Jadeveon Clowney\ClowJa00,21,South Caroli,1.9558,120.6555704,4.53,95.25,21,314.96,7.27,4.43,31.542673,defense,defensive_lineman,DE,1,Houston Texans , 1st ,1,2014,0,Slow,1
2014,Ryan Carrethers\CarrRy00,23,Arkansas St.,1.8542,152.8606287,5.47,66.04,32,223.52,7.89,4.6,44.4613339,defense,defensive_lineman,DT,1,San Diego Chargers , 5th ,165,2014,0,Slow,0
2014,Michael Sam\SamxMi00,24,Missouri,1.8796,118.3876086,4.91,64.77,17,289.56,7.8,4.7,33.5100731,defense,defensive_lineman,DE,1,St. Louis Rams , 7th ,249,2014,0,Slow,0
2014,Aaron Dold\DoAa00,22,Pittsburgh,1.8542,129.2738255,4.68,81.28,35,294.64,7.11,4.39,37.60083134,defense,defensive_lineman,DT,1,St. Louis Rams , 1st ,13,2014,0,Slow,1
2014,Scott Crichton\CricSc00,22,Oregon St.,1.905,123.830717,4.84,80.01,24,274.32,7.19,4.29,34.12231027,defense,defensive_lineman,DE,1,Minnesota Vikings , 3rd ,72,2014,0,Slow,0
2014,Zach Moore\MoorZa00,23,Concordia (MN),1.9558,122.0163475,4.84,85.09,23,312.42,7.41,4.46,31.89841743,defense,defensive_lineman,DE,1,New England Patriots , 6th ,198,2014,0,Slow,0
2014,Jay Bromley\BromJa00,21,Syracuse,1.905,138.7992652,5.06,85.09,26,269.24,7.92,4.78,38.24698513,defense,defensive_lineman,DT,1,New York Giants , 3rd ,74,2014,0,Slow,0
2014,I.K. Enemkpali\EnemIK00,22,Louisia Tech,1.8542,118.3876086,4.86,86.36,28,284.48,7.67,4.65,34.43444554,defense,defensive_lineman,DE,1,New York Jets , 6th ,210,2014,0,Slow,0
2014,Justin Ellis\ElliJu01,23,Louisia Tech,1.8542,151.4998516,5.27,71.12,25,233.68,7.81,4.75,44.06553567,defense,defensive_lineman,DT,1,Oakland Raiders , 4th ,107,2014,0,Slow,0
2014,Marcus Smith\SmitMa03,21,Louisville,1.905,113.8516849,4.66,88.9,23,307.34,7.48,4.47,31.37252702,defense,defensive_lineman,DE,1,Philadelphia Eagles , 1st ,26,2014,0,Slow,1
2014,Cassius Marsh\MarsCa00,21,UCLA,1.9304,114.3052772,4.89,81.28,14,274.32,7.08,4.25,30.67408831,defense,defensive_lineman,DE,1,Seattle Seahawks , 4th ,108,2014,0,Slow,0
2014,DaQuan Jones\JoneDa04,22,Penn St.,1.9304,146.0567431,5.35,69.85,25,256.54,7.73,4.78,39.19466839,defense,defensive_lineman,DT,1,Tennessee Titans , 4th ,112,2014,0,Slow,0
2014,Trent Murphy\MurpTr00,23,Stanford,1.9558,113.3980925,4.86,90.17,19,299.72,6.78,4.2,29.64536936,defense,defensive_lineman,DE,1,Washington Redskins , 2nd ,47,2014,0,Slow,0
2015,Grady Jarrett\JarrGr00,21,Clemson,1.8542,137.8920805,5.06,78.74,30,284.48,7.37,4.56,40.10755343,defense,defensive_lineman,DT,1,Atlanta Falcons , 5th ,137,2015,0,Slow,0
2015,Za'Darius Smith\SmitZa00,22,Kentucky,1.9304,124.2843094,4.83,73.66,23,287.02,7.42,4.66,33.35198491,defense,defensive_lineman,DE,1,Baltimore Ravens , 4th ,122,2015,0,Slow,0
2015,Danny Shelton\ShelDa01,21,Washington,1.8796,153.7678134,5.64,77.47,34,241.3,7.99,4.65,43.5245777,defense,defensive_lineman,DT,1,Cleveland Browns , 1st ,12,2015,0,Slow,1
2015,Xavier Cooper\CoopXa00,23,Washington St.,1.905,132.9025644,4.86,73.66,29,279.4,7.23,4.37,36.62211322,defense,defensive_lineman,DT,1,Cleveland Browns , 3rd ,96,2015,0,Slow,0
2015,Ryan Russell\RussRy00,23,Purdue,1.9304,122.0163475,4.75,82.55,25,302.26,7.25,4.47,32.74337204,defense,defensive_lineman,DE,1,Dallas Cowboys , 5th ,163,2015,0,Slow,0
2015,Gabe Wright\WrigGa00,22,Auburn,1.905,136.077711,5.07,67.31,34,254,7.73,4.56,37.49704425,defense,defensive_lineman,DT,1,Detroit Lions , 4th ,113,2015,0,Slow,0
2015,Rakeem Nunez-Roches\NuneRa00,21,Southern Miss,1.8796,139.2528576,5.02,86.36,26,289.56,7.67,4.69,39.41606299,defense,defensive_lineman,DT,1,Kansas City Chiefs , 6th ,217,2015,0,Slow,0
2015,Martin Ifedi\IfedMa00,23,Memphis,1.905,124.7379018,4.88,78.74,16,281.94,7.39,4.58,34.37229056,defense,defensive_lineman,DE,1,St. Louis Rams , 7th ,227,2015,0,Slow,0
2015,Jordan Phillips\PhilJo01,22,Oklahoma,1.9558,149.2318897,5.17,76.2,28,266.7,7.88,4.68,39.01330607,defense,defensive_lineman,DT,1,Miami Dolphins , 2nd ,52,2015,0,Slow,0
2015,Malcom Brown\BrowMa01,21,Texas,1.8796,144.695966,5.05,74.93,26,248.92,7.84,4.59,40.95675601,defense,defensive_lineman,DT,1,New England Patriots , 1st ,32,2015,0,Slow,1
2015,Trey Flowers\FlowTr00,21,Arkansas,1.8796,120.6555704,4.93,92.71,28,307.34,7.34,4.4,34.15202852,defense,defensive_lineman,DE,1,New England Patriots , 4th ,101,2015,0,Slow,0
2015,Tyeler Davison\DaviTy01,22,Fresno St.,1.8796,143.3351889,5.18,83.82,32,266.7,7.53,4.46,40.57158276,defense,defensive_lineman,DT,1,New Orleans Saints , 5th ,154,2015,0,Slow,0
2015,Owamagbe Odighizuwa\OdigOw00,22,UCLA,1.905,121.1091628,4.62,99.06,25,322.58,7.36,4.19,33.37236938,defense,defensive_lineman,DE,1,New York Giants , 3rd ,74,2015,0,Slow,0
2015,Deon Simon\SimoDe00,24,NW State (LA),1.9304,145.6031508,5.12,74.93,35,266.7,7.92,4.76,39.07294582,defense,defensive_lineman,DT,1,New York Jets , 7th ,223,2015,0,Slow,0
2015,Mario Edwards Jr.\EdwaMa01,20,Florida St.,1.905,126.5522712,4.76,82.55,32,304.8,7.44,4.55,34.87225115,defense,defensive_lineman,DE,1,Oakland Raiders , 2nd ,35,2015,0,Slow,0
